id,redacted_text,redacted_cases,total_duration_seconds,created_at,model
165948,"On our 118 facility, I overheard my colleague talking about an unusual case. The patient had an allergy to a specific medication, which could have had life-threatening implications, but she couldn't disclose this due to her 5296070184832035 medical insurance provider.","[{'text': '118 facility', 'placeholder': '<ADDRESS_1>', 'type': 'address', 'confidence': 0.97}, {'text': '5296070184832035', 'placeholder': '<IDENTIFIER_1>', 'type': 'identification_number', 'confidence': 0.99}]",3.34,2025-04-15T13:04:39.369450-07:00,redaction-model-fs:4b
165949,"Your privacy is our priority. <PATIENT_1>, protect your medical data by updating <IP_ADDRESS_1> to effc:9ddd:e9ba:de7d:d2da:3b40:df33:1af8. Let's safeguard our information.","[{'text': 'MTF patients', 'placeholder': '<PATIENT_1>', 'type': 'name', 'confidence': 0.98}, {'text': 'IPV6 address to effc:9ddd:e9ba:de7d:d2da:3b40:df33:1af8', 'placeholder': '<IP_ADDRESS_1>', 'type': 'ip_address', 'confidence': 0.99}]",3.48,2025-04-15T13:04:42.859426-07:00,redaction-model-fs:4b
165950,"Aprreciate your efforts for promoting wellness at <LANDMARK_1>. Btw, anywhere near <COORDINATE_1>?","[{'text': 'Borders', 'placeholder': '<LANDMARK_1>', 'type': 'public_landmark', 'confidence': 0.97}, {'text': '[-80.1379, 70.6672]', 'placeholder': '<COORDINATE_1>', 'type': 'coordinates', 'confidence': 0.99}]",2.86,2025-04-15T13:04:45.724860-07:00,redaction-model-fs:4b
165951,"Hey, <NAME_1>. Have a great day! Today's session will focus on acknowledging and transforming negative beliefs. Do not forget to hide your <PHONE_1> to maintain privacy.","[{'text': 'Bigender', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.97}, {'text': '1819112974112988', 'placeholder': '<PHONE_1>', 'type': 'phone', 'confidence': 0.99}]",2.97,2025-04-15T13:04:48.701948-07:00,redaction-model-fs:4b
165952,We would like to set up an interview with you at <DATE_1> regarding your experiences in the Accounts field and how it informs your perspectives on social behavior.,"[{'text': '8:28 AM', 'placeholder': '<DATE_1>', 'type': 'time', 'confidence': 0.97}]",2.23,2025-04-15T13:04:50.943369-07:00,redaction-model-fs:4b
165953,"Hello <NAME_1>, I'm excited to announce our new wellness program that caters to individuals above 19. Since your most recent physical showed you have <CONDITION_1> I thought this would be of interest.","[{'text': 'Jayne', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.98}, {'text': 'brown', 'placeholder': '<CONDITION_1>', 'type': 'medical_condition', 'confidence': 0.96}]",2.85,2025-04-15T13:04:53.804841-07:00,redaction-model-fs:4b
165954,Our childcare facility at <ADDRESS_1> organizes educational activities for <NAME_1>. Let us know if interested.,"[{'text': '67573 New Devintown', 'placeholder': '<ADDRESS_1>', 'type': 'address', 'confidence': 0.97}, {'text': 'Demifluxs', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.95}]",2.71,2025-04-15T13:04:56.520486-07:00,redaction-model-fs:4b
165955,Is <PASSWORD_1> acceptable for Leone payment? Our payment process seems to throw errors.,"[{'text': 'M5Gz3zJTvuvJ1nkjazHQ2c3DSiDtZSy', 'placeholder': '<PASSWORD_1>', 'type': 'password', 'confidence': 0.99}]",2.29,2025-04-15T13:04:58.822437-07:00,redaction-model-fs:4b
165956,Entrepreneur Summit to be held at <CITY_1>. Collaborate with us using <IP_ADDRESS_1>.,"[{'text': 'Jackson County', 'placeholder': '<CITY_1>', 'type': 'city', 'confidence': 0.97}, {'text': 'ebcf:ebb2:1e9a:e28f:75bf:ec7a:bbf2:bca2', 'placeholder': '<IP_ADDRESS_1>', 'type': 'ip_address', 'confidence': 0.99}]",2.92,2025-04-15T13:05:01.745224-07:00,redaction-model-fs:4b
165957,"Regarding the upcoming standardized test, please confirm the payment of <AMOUNT_1> made through <IP_ADDRESS_1>.","[{'text': 'NT$150', 'placeholder': '<AMOUNT_1>', 'type': 'financial_information', 'confidence': 0.99}, {'text': '1V5Z2KxgMnvD5NAgEuAwt1PEjn98k6', 'placeholder': '<IP_ADDRESS_1>', 'type': 'ip_address', 'confidence': 0.97}]",2.93,2025-04-15T13:05:04.691340-07:00,redaction-model-fs:4b
165958,"Once approved, members of our new health community will need to access the service from a device with Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.10.2; rv:5.9) Gecko/20100101 Firefox/5.9.5. Passwords will be sent separately to <EMAIL_1>.","[{'text': 'Leslie.Deckow23@yahoo.com', 'placeholder': '<EMAIL_1>', 'type': 'email', 'confidence': 0.99}]",2.85,2025-04-15T13:05:07.550551-07:00,redaction-model-fs:4b
165959,"Mr. Wolff, Session reminder for <DATE_1>. Reach us at <PHONE_1> for further details.","[{'text': 'Mr. Wolff', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.98}, {'text': '08/04/2022', 'placeholder': '<DATE_1>', 'type': 'date', 'confidence': 0.97}, {'text': '06454.22026', 'placeholder': '<PHONE_1>', 'type': 'phone', 'confidence': 0.95}]",3.3,2025-04-15T13:05:10.863424-07:00,redaction-model-fs:4b
165960,"Our new Interactions curriculum is on its way! Led by <NAME_1>, this is gonna revolutionize the educational standards.","[{'text': 'Rory', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.98}]",2.05,2025-04-15T13:05:12.922655-07:00,redaction-model-fs:4b
165961,"With Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/4.0), access medical records of patient <NAME_1> with DOB as <DATE_1>.","[{'text': 'Male', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.97}, {'text': '22/03/1902', 'placeholder': '<DATE_1>', 'type': 'date', 'confidence': 0.99}]",2.92,2025-04-15T13:05:15.847632-07:00,redaction-model-fs:4b
165962,"Hello <NAME_1>, could you put together some resources for our Research team on maintaining mental health during this period? Please send it to <EMAIL_1> once it's ready. Thank you in advance!","[{'text': 'Laurence Mills', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.99}, {'text': 'Cesar88@gmail.com', 'placeholder': '<EMAIL_1>', 'type': 'email', 'confidence': 0.98}]",2.89,2025-04-15T13:05:18.746788-07:00,redaction-model-fs:4b
165963,Security law suspected to be violated by <NAME_1> via Home Loan Account account (No. <ID_1>). More details in <URL_1>.,"[{'text': 'Julius_Barton44', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.99}, {'text': '53977069', 'placeholder': '<ID_1>', 'type': 'identification_number', 'confidence': 0.97}, {'text': 'https://nifty-dragonfly.net/', 'placeholder': '<URL_1>', 'type': 'url', 'confidence': 0.98}]",3.44,2025-04-15T13:05:22.201478-07:00,redaction-model-fs:4b
165964,"Dear parents, please meet <NAME_1>, the new Future Marketing Designer for our Special Education department.","[{'text': 'Abdiel Quitzon', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.98}]",2.1,2025-04-15T13:05:24.313645-07:00,redaction-model-fs:4b
165965,"Please log into the company's email address <EMAIL_1> and encrypt it using <IDENTIFIER_1>, it's for the financial department.","[{'text': 'Rosalia99@hotmail.com', 'placeholder': '<EMAIL_1>', 'type': 'email', 'confidence': 0.99}, {'text': '5Gg2Eth71KAZ', 'placeholder': '<IDENTIFIER_1>', 'type': 'identification', 'confidence': 0.97}]",2.83,2025-04-15T13:05:27.151692-07:00,redaction-model-fs:4b
165966,The operations yielded a profit of <AMOUNT_1>. Please inform our <PARTNER_1> - contact info can be found at https://deep-cardboard.biz.,"[{'text': 'Kč574888.87', 'placeholder': '<AMOUNT_1>', 'type': 'financial_information', 'confidence': 0.98}, {'text': 'Grampian partners', 'placeholder': '<PARTNER_1>', 'type': 'organization', 'confidence': 0.96}]",2.89,2025-04-15T13:05:30.056903-07:00,redaction-model-fs:4b
165967,Charity's renowned workshop on Intranet is around the corner. Have you booked your slot yet? Confirm your attendance by a positive reply to <EMAIL_1> Looking forward to seeing you there!,"[{'text': 'Mallie.Blick@gmail.com', 'placeholder': '<EMAIL_1>', 'type': 'email', 'confidence': 0.98}]",2.37,2025-04-15T13:05:32.436068-07:00,redaction-model-fs:4b
165968,QA05RQGK8002R2244193Y246P701X and BFWKCLKWSJE are required details to setup a direct debit for ongoing palliative care costs. Ensure a balance of at least <AMOUNT_1> to avoid disruption of services.,"[{'text': 'QA05RQGK8002R2244193Y246P701X', 'placeholder': '<IDENTIFIER_1>', 'type': 'identification_number', 'confidence': 0.99}, {'text': 'BFWKCLKWSJE', 'placeholder': '<IDENTIFIER_2>', 'type': 'identification_number', 'confidence': 0.98}, {'text': 'MGA$8833835460537634', 'placeholder': '<AMOUNT_1>', 'type': 'financial_information', 'confidence': 0.97}]",4.17,2025-04-15T13:05:36.622085-07:00,redaction-model-fs:4b
165969,"Our recent survey results, which are stored on <IP_ADDRESS_1>, have shown promising growth in healthcare interest within the <DEMOGRAPHIC_1> demographics.","[{'text': 'ccbb:e269:fbcb:ac9b:d943:44a1:24fd:b3e0', 'placeholder': '<IP_ADDRESS_1>', 'type': 'ip_address', 'confidence': 0.99}, {'text': '36501', 'placeholder': '<DEMOGRAPHIC_1>', 'type': 'demographic', 'confidence': 0.97}]",3.15,2025-04-15T13:05:39.779178-07:00,redaction-model-fs:4b
165970,"Dear <NAME_1>, our records show that you have experience in the Security industry. We have a group of students eager to gain more insights into this field. Email us at <EMAIL_1> if you're interested.","[{'text': 'Miss Stracke', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.98}, {'text': 'Friedrich_Crooks16@hotmail.com', 'placeholder': '<EMAIL_1>', 'type': 'email', 'confidence': 0.99}]",2.99,2025-04-15T13:05:42.783998-07:00,redaction-model-fs:4b
165971,"Hello <NAME_1>, your Product Division Producer here. Managed to schedule your therapy appointment. For payment purposes, use account <ACCOUNT_1>. Post payment, send me an email at <EMAIL_1>.","[{'text': 'Elody', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.98}, {'text': 'Savings Account', 'placeholder': '<ACCOUNT_1>', 'type': 'financial_account', 'confidence': 0.97}, {'text': 'Savion.McKenzie@yahoo.com', 'placeholder': '<EMAIL_1>', 'type': 'email', 'confidence': 0.96}]",3.4,2025-04-15T13:05:46.195799-07:00,redaction-model-fs:4b
165972,"We have arranged for transportation services during your internship. You will be using vehicle with <VEHICLE_1>, VIN: <VIN_1>. Always check vehicle status before usage.","[{'text': 'AO28WMV', 'placeholder': '<VEHICLE_1>', 'type': 'vehicle_id', 'confidence': 0.98}, {'text': '8F9K7P5GXZB768063', 'placeholder': '<VIN_1>', 'type': 'vin', 'confidence': 0.99}]",2.98,2025-04-15T13:05:49.186010-07:00,redaction-model-fs:4b
165973,"Startup bootcamp at <ADDRESS_1>, <CITY_1>. Pay <AMOUNT_1>. Contact: <PHONE_1>.","[{'text': '640, Littel Squares', 'placeholder': '<ADDRESS_1>', 'type': 'address', 'confidence': 0.98}, {'text': '75-029674-904210-3', 'placeholder': '<PHONE_1>', 'type': 'phone', 'confidence': 0.97}]",2.88,2025-04-15T13:05:52.074511-07:00,redaction-model-fs:4b
165974,"Dear Direct Intranet Representative, please ensure safety training is scheduled for new hires and notify via Mozilla/5.0 (Windows NT 6.2; Trident/7.0; Touch; rv:11.0) like Gecko. Remember, safety is always first priority!","[{'text': 'Mozilla/5.0 (Windows NT 6.2; Trident/7.0; Touch; rv:11.0) like Gecko', 'placeholder': '<SOFTWARE_1>', 'type': 'browser', 'confidence': 0.97}]",2.78,2025-04-15T13:05:54.867100-07:00,redaction-model-fs:4b
165975,"Good Day, your standardized testing score was dispatched on <DATE_1> at <PHONE_1>.","[{'text': '1990-03-03T01:51:26.116Z', 'placeholder': '<DATE_1>', 'type': 'date', 'confidence': 0.98}, {'text': '61539', 'placeholder': '<PHONE_1>', 'type': 'phone', 'confidence': 0.97}]",2.85,2025-04-15T13:05:57.728653-07:00,redaction-model-fs:4b
165976,"Hi <NAME_1>, variations in our school uniform have been noticed. Please refer to our guidelines sent to your email address and be sure to be in full compliance by <DATE_1>.","[{'text': 'Demarco', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.98}, {'text': 'February 28, 1948', 'placeholder': '<DATE_1>', 'type': 'date', 'confidence': 0.97}]",2.87,2025-04-15T13:06:00.604768-07:00,redaction-model-fs:4b
165977,"Received your query on the ethics of telemed <NAME_1>. While the Web is essential, protecting patient information (<PHONE_1>, <PHONE_2>, <PHONE_3>) is paramount. We'll discuss security measures in our next session.","[{'text': 'Katlynn VonRueden', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.99}, {'text': '90-613923-795010-1', 'placeholder': '<PHONE_1>', 'type': 'phone', 'confidence': 0.98}, {'text': '043.0592407', 'placeholder': '<PHONE_2>', 'type': 'phone', 'confidence': 0.97}, {'text': '75673821175', 'placeholder': '<PHONE_3>', 'type': 'phone', 'confidence': 0.96}]",4.35,2025-04-15T13:06:04.962920-07:00,redaction-model-fs:4b
165978,"To ensure our online presence abides with all compliance laws, please conduct an audit of our website https://puny-house.biz and other digital platforms. Verify the IP address 126.78.181.218 and 85db:dd96:dff0:1a1d:d7cb:9ebd:bd95:b6b9, and ensure our user agent Mozilla/5.0 (Macintosh; PPC Mac OS X 10.6.5; rv:10.9) Gecko/20100101 Firefox/10.9.9 is compliant with all regulations. This needs to be delivered by 6 AM.","[{'text': 'puny-house.biz', 'placeholder': '<URL_1>', 'type': 'url', 'confidence': 0.99}, {'text': '126.78.181.218', 'placeholder': '<IP_ADDRESS_1>', 'type': 'ip_address', 'confidence': 0.98}, {'text': '85db:dd96:dff0:1a1d:d7cb:9ebd:bd95:b6b9', 'placeholder': '<IP_ADDRESS_2>', 'type': 'ip_address', 'confidence': 0.97}, {'text': 'Mozilla/5.0 (Macintosh; PPC Mac OS X 10.6.5; rv:10.9) Gecko/20100101 Firefox/10.9.9', 'placeholder': '<USER_AGENT_1>', 'type': 'user_agent', 'confidence': 0.96}]",6.27,2025-04-15T13:06:11.239845-07:00,redaction-model-fs:4b
165979,"The payment transaction from <NAME_1>, 0xcac51ecd8b62186d45bb812575c96b424b5a685a, successfully came through. The paid amount is equivalent to 921.0k in Tenge.","[{'text': ""Demarco's Ethereum address, 0xcac51ecd8b62186d45bb812575c96b424b5a685a"", 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.98}]",3.07,2025-04-15T13:06:14.321317-07:00,redaction-model-fs:4b
165980,"Hello <NAME_1>, we have received a new clinical case which we believe might interest you. We have made all the relevant notes and observations available on our server. Please login using your username <USERNAME_1> and password <PASSWORD_1> at your earliest convenience.","[{'text': 'Porter', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.99}, {'text': 'Matteo.Bahringer', 'placeholder': '<USERNAME_1>', 'type': 'username', 'confidence': 0.98}, {'text': 'EGuEKKT6VmYt', 'placeholder': '<PASSWORD_1>', 'type': 'password', 'confidence': 0.97}]",3.49,2025-04-15T13:06:17.825705-07:00,redaction-model-fs:4b
165981,Good news for all <AGE_1> aged 50 and up in <CITY_1>! Free vaccinations now available! Contact <PHONE_1> for further details.,"[{'text': 'Male', 'placeholder': '<AGE_1>', 'type': 'age', 'confidence': 0.97}, {'text': 'Washington County', 'placeholder': '<CITY_1>', 'type': 'city', 'confidence': 0.96}, {'text': '+60 219.924 4892', 'placeholder': '<PHONE_1>', 'type': 'phone', 'confidence': 0.98}]",3.35,2025-04-15T13:06:21.184199-07:00,redaction-model-fs:4b
165982,Wehner - Gerlach is providing insurance coverage for emergency medical procedures to multiple patients in the Integration industry. List of patients affected and claims summaries are sent to <EMAIL_1>.,"[{'text': 'Antone.Heaney59@hotmail.com', 'placeholder': '<EMAIL_1>', 'type': 'email', 'confidence': 0.98}]",2.35,2025-04-15T13:06:23.543303-07:00,redaction-model-fs:4b
165983,Access to Web content is restricted to IPv4 address <IP_ADDRESS_1>.,"[{'text': '245.233.122.216', 'placeholder': '<IP_ADDRESS_1>', 'type': 'ip_address', 'confidence': 0.99}]",2.23,2025-04-15T13:06:25.785127-07:00,redaction-model-fs:4b
165984,Tutoring schedule for <NAME_1> is confirmed for <DATE_1> at <COORDINATES_1>. Please check <EMAIL_1> for details.,"[{'text': 'Justina', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.97}, {'text': 'September 7, 1998', 'placeholder': '<DATE_1>', 'type': 'date', 'confidence': 0.98}, {'text': '[71.3122,157.1068]', 'placeholder': '<COORDINATES_1>', 'type': 'coordinates', 'confidence': 0.96}, {'text': 'Rosario52@hotmail.com', 'placeholder': '<EMAIL_1>', 'type': 'email', 'confidence': 0.95}]",3.94,2025-04-15T13:06:29.736002-07:00,redaction-model-fs:4b
165985,"Dear Eric, your next appointment is on 4/65 for your rehabilitation therapy. Please bring your insurance information. Pay by card <PHONE_1>, security code <SECURITY_CODE_1>. Your session cost will be ₱<AMOUNT_1>. Don't forget your <PHONE_2> for self-check-in.","[{'text': 'Eric', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.99}, {'text': '4/65', 'placeholder': '<DATE_1>', 'type': 'date', 'confidence': 0.97}, {'text': '6158004110950828', 'placeholder': '<PHONE_1>', 'type': 'phone', 'confidence': 0.98}, {'text': '643', 'placeholder': '<SECURITY_CODE_1>', 'type': 'security_code', 'confidence': 0.96}, {'text': '₱100.00', 'placeholder': '<AMOUNT_1>', 'type': 'financial_amount', 'confidence': 0.95}, {'text': '0194813528566825', 'placeholder': '<PHONE_2>', 'type': 'phone', 'confidence': 0.97}]",5.52,2025-04-15T13:06:35.269020-07:00,redaction-model-fs:4b
165986,"Dear Miss, Please remember that your mental health assessment is scheduled for <DATE_1> at our <CITY_1> clinic. After the session, you can settle any charges using your <CREDIT_CARD_1>.","[{'text': 'March 14, 1921', 'placeholder': '<DATE_1>', 'type': 'date', 'confidence': 0.98}, {'text': 'Geneva', 'placeholder': '<CITY_1>', 'type': 'city', 'confidence': 0.97}, {'text': '7489162116420037', 'placeholder': '<CREDIT_CARD_1>', 'type': 'financial_information', 'confidence': 0.99}]",3.65,2025-04-15T13:06:38.929730-07:00,redaction-model-fs:4b
165987,"Hello <NAME_1>, just a gentle reminder for you to come for your appointment at 9. Thank you.","[{'text': 'Laisha_Koss58', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.99}]",2.13,2025-04-15T13:06:41.072645-07:00,redaction-model-fs:4b
165988,"To contribute to the special needs programme, use 3CbBZmmEGQPaekwnt6VjZQMYtsCHcym address. For issues, contact at MCPk3x5DMn743R33Mw5hNoeE7KNVzMwS. Refer transaction ID: 3273447411934237 for future follow up.","[{'text': '3CbBZmmEGQPaekwnt6VjZQMYtsCHcym', 'placeholder': '<PHONE_1>', 'type': 'phone', 'confidence': 0.98}, {'text': 'MCPk3x5DMn743R33Mw5hNoeE7KNVzMwS', 'placeholder': '<EMAIL_1>', 'type': 'email', 'confidence': 0.97}, {'text': '3273447411934237', 'placeholder': '<IDENTIFIER_1>', 'type': 'identification', 'confidence': 0.99}]",4.37,2025-04-15T13:06:45.450257-07:00,redaction-model-fs:4b
165989,"Hi, all registrants for the sports medicine webinar on <DATE_1>, a payment email has been sent to your inbox. It should be from <ORGANIZATION_1>.","[{'text': '1st November', 'placeholder': '<DATE_1>', 'type': 'date', 'confidence': 0.97}, {'text': 'Apulia Sports Medicine Association', 'placeholder': '<ORGANIZATION_1>', 'type': 'organization', 'confidence': 0.95}]",2.81,2025-04-15T13:06:48.268131-07:00,redaction-model-fs:4b
165990,"For easier transactions, please install our Library App on your device. Please use <NAME_1> and <PASSWORD_1> for the initial login.","[{'text': 'Emmie.Rodriguez72', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.98}, {'text': 'x3Sij46G2a_H', 'placeholder': '<PASSWORD_1>', 'type': 'password', 'confidence': 0.99}]",2.81,2025-04-15T13:06:51.085847-07:00,redaction-model-fs:4b
165991,"To facilitate digital transactions on the vaccination site, we are accepting Forint UZS. You may transact via <PHONE_1> or <PHONE_2> . Make sure your account has sufficient balance.","[{'text': 'LwZrB2Z8jTcw5jM3gk7wtAdMbtx6pU6GZ', 'placeholder': '<PHONE_1>', 'type': 'phone', 'confidence': 0.98}, {'text': '34AjAv1iTQEtoa992cM91TxQQ7Fd', 'placeholder': '<PHONE_2>', 'type': 'phone', 'confidence': 0.97}]",3.29,2025-04-15T13:06:54.377534-07:00,redaction-model-fs:4b
165992,Must discuss contract termination implications with <NAME_1>. She's a professional athlete. Contract worth <AMOUNT_1> <CURRENCY_1>. Time is <TIME_1>. Her email is <EMAIL_1>.,"[{'text': 'Vickie Mosciski', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.99}, {'text': '143430.48 Syrian Pound', 'placeholder': '<AMOUNT_1>', 'type': 'financial_amount', 'confidence': 0.97}, {'text': 'Syrian Pound', 'placeholder': '<CURRENCY_1>', 'type': 'currency', 'confidence': 0.95}, {'text': '19', 'placeholder': '<TIME_1>', 'type': 'time', 'confidence': 0.98}, {'text': 'Demario.Kuphal90@hotmail.com', 'placeholder': '<EMAIL_1>', 'type': 'email', 'confidence': 0.96}]",4.62,2025-04-15T13:06:59.006159-07:00,redaction-model-fs:4b
165993,"Donny, remember your therapy session at <DATE_1>. It's great listening to your 57 years experiences. Need your <PHONE_1> for smooth transactions.","[{'text': '05:35', 'placeholder': '<DATE_1>', 'type': 'date', 'confidence': 0.97}, {'text': '57 years experiences', 'placeholder': '<RELATION_1>', 'type': 'personal_relation', 'confidence': 0.94}, {'text': '0751962800711642', 'placeholder': '<PHONE_1>', 'type': 'phone', 'confidence': 0.98}]",3.45,2025-04-15T13:07:02.468423-07:00,redaction-model-fs:4b
165994,We found that geographical data such as <CITY_1> and <CITY_2> as well as factors like <ATTRIBUTE_1> variant can have an effect on adolescent stress levels.,"[{'text': 'Central', 'placeholder': '<CITY_1>', 'type': 'city', 'confidence': 0.97}, {'text': 'New York', 'placeholder': '<CITY_2>', 'type': 'city', 'confidence': 0.95}, {'text': 'Gender', 'placeholder': '<ATTRIBUTE_1>', 'type': 'attribute', 'confidence': 0.93}]",3.18,2025-04-15T13:07:05.656838-07:00,redaction-model-fs:4b
165995,Our hospital is introducing a new health management system which will securely store sensitive data such as <PHONE_1> and <ADDRESS_1>,"[{'text': '6386642660727420', 'placeholder': '<PHONE_1>', 'type': 'phone', 'confidence': 0.98}, {'text': 'Suite 683', 'placeholder': '<ADDRESS_1>', 'type': 'address', 'confidence': 0.95}]",2.84,2025-04-15T13:07:08.505942-07:00,redaction-model-fs:4b
165996,"As our lead Product Program Coordinator in the Branding, Mr. Mraz's expertise would be required in selecting the appropriate legal tech tools. Kindly submit a comprehensive report by <DATE_1>.","[{'text': 'Mr. Mraz', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.98}, {'text': '20th December', 'placeholder': '<DATE_1>', 'type': 'date', 'confidence': 0.99}]",2.82,2025-04-15T13:07:11.332413-07:00,redaction-model-fs:4b
165997,The education policy guidance documents are safely stored. Access with IP <IP_1> and use the reliable password <PASSWORD_1>.,"[{'text': 'fde9:fcdf:250b:23db:b1f0:d3ed:2c02:b388', 'placeholder': '<IP_1>', 'type': 'ip_address', 'confidence': 0.99}, {'text': 'SyT6ueQpw_lK', 'placeholder': '<PASSWORD_1>', 'type': 'password', 'confidence': 0.98}]",3.1,2025-04-15T13:07:14.443264-07:00,redaction-model-fs:4b
165998,"I am Director named <NAME_1> and interested in exploring different therapies. To further this, I will visit a therapist whose <PHONE_1> can be reached through online sessions.","[{'text': 'Robin', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.98}, {'text': '34.202.221.102', 'placeholder': '<PHONE_1>', 'type': 'phone', 'confidence': 0.99}]",2.86,2025-04-15T13:07:17.312079-07:00,redaction-model-fs:4b
165999,"Reference <PHONE_1>, <RELATION_1>, <AGE_1>. Faculty performance report for <NAME_1> is attached. Next evaluation will be end of next quarter (in-line with Security curriculum cycles).","[{'text': '759-58-7724', 'placeholder': '<PHONE_1>', 'type': 'phone', 'confidence': 0.98}, {'text': 'Transexual person', 'placeholder': '<RELATION_1>', 'type': 'personal_relation', 'confidence': 0.96}, {'text': '40 years old', 'placeholder': '<AGE_1>', 'type': 'age', 'confidence': 0.97}, {'text': 'Janet Frami', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.99}]",4.04,2025-04-15T13:07:21.366176-07:00,redaction-model-fs:4b
166000,Supply chain management server is situated at <IP_ADDRESS_1> IP address. Consult with Principal Solutions Director on accessing it.,"[{'text': '165.151.128.169', 'placeholder': '<IP_ADDRESS_1>', 'type': 'ip_address', 'confidence': 0.99}]",2.31,2025-04-15T13:07:23.689961-07:00,redaction-model-fs:4b
166001,"Attention all, final exams schedules have been updated on the school website. Also, don't forget to update your student profile on the same site with <ATTRIBUTE_1>, <HEIGHT_1>m and <ATTRIBUTE_2>: <ATTRIBUTE_3>. We need this for ID cards purpose.","[{'text': 'Demi-boy', 'placeholder': '<ATTRIBUTE_1>', 'type': 'personal_attribute', 'confidence': 0.97}, {'text': '1.95m', 'placeholder': '<HEIGHT_1>', 'type': 'height', 'confidence': 0.99}, {'text': 'Eye color: Grey', 'placeholder': '<ATTRIBUTE_2>', 'type': 'personal_attribute', 'confidence': 0.95}]",3.61,2025-04-15T13:07:27.306443-07:00,redaction-model-fs:4b
166002,"Dear <NAME_1>, start building your career with our Branding internship at <ORGANIZATION_1> and <ORGANIZATION_2>. Apply on <URL_1> using your ID <ID_1>. Remember, the deadline is <DATE_1>.","[{'text': 'Alanis', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.98}, {'text': 'Bartell, Hansen and Bergstrom', 'placeholder': '<ORGANIZATION_1>', 'type': 'organization', 'confidence': 0.97}, {'text': 'inconsequential-bafflement.org', 'placeholder': '<URL_1>', 'type': 'url', 'confidence': 0.95}, {'text': 'Keara3', 'placeholder': '<ID_1>', 'type': 'identification_number', 'confidence': 0.99}, {'text': '1944-01-01T08:18:17.798Z', 'placeholder': '<DATE_1>', 'type': 'date', 'confidence': 0.96}]",4.84,2025-04-15T13:07:32.157359-07:00,redaction-model-fs:4b
166003,"We had noticed that <NAME_1> had been trying to access the computers on site, the password is <PASSWORD_1> but remember to supervise them.","[{'text': 'Isai', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.98}, {'text': 'frY34JtSLeEE', 'placeholder': '<PASSWORD_1>', 'type': 'password', 'confidence': 0.99}]",2.77,2025-04-15T13:07:34.941960-07:00,redaction-model-fs:4b
166004,"Dear <NAME_1>, Please send me a copy of the local administrative laws for <CITY_1> concerning the Analyst role. I prefer to receive it via my secure system <IP_ADDRESS_1>. Thank you.","[{'text': 'Kennedy', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.98}, {'text': 'Nunavut', 'placeholder': '<CITY_1>', 'type': 'city', 'confidence': 0.97}, {'text': '237.143.129.95', 'placeholder': '<IP_ADDRESS_1>', 'type': 'ip_address', 'confidence': 0.99}]",3.53,2025-04-15T13:07:38.481264-07:00,redaction-model-fs:4b
166005,"All our Male students are requested to follow the revised 26629-4996-based school uniform policy. Your active participation will contribute in making education more accessible for every student, irrespective of their <APPLICATION_1>.","[{'text': 'Applications', 'placeholder': '<APPLICATION_1>', 'type': 'email', 'confidence': 0.97}]",2.38,2025-04-15T13:07:40.875118-07:00,redaction-model-fs:4b
