id,redacted_text,redacted_cases,total_duration_seconds,created_at,model
167074,"We appreciate your strong stance on patient privacy, <NAME_1>. Particularly, your advocacy for secure handling of sensitive data like <PHONE_1> is commendable. Your views will certainly shape the future healthcare policy.","[{'text': 'Langosh', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.99}, {'text': '756.7273.6123', 'placeholder': '<PHONE_1>', 'type': 'phone', 'confidence': 0.98}]",7.39,2025-04-15T00:25:43.831163-07:00,redaction-model-fs:12b
167075,"Team, our next series of digital advertisements will be themed around vehicles. I will require data analysis on VIN: <IDENTIFICATION_1> and VRM: <IDENTIFICATION_2>.","[{'text': 'CXYBKPK7G4KF83251', 'placeholder': '<IDENTIFICATION_1>', 'type': 'identification_number', 'confidence': 0.99}, {'text': 'WF75HYD', 'placeholder': '<IDENTIFICATION_2>', 'type': 'identification_number', 'confidence': 0.99}]",7.53,2025-04-15T00:25:51.376216-07:00,redaction-model-fs:12b
167076,I'm a <GENDER_1> living in the <REGION_1>. What dietary habits would you recommend?,"[{'text': 'Female', 'placeholder': '<GENDER_1>', 'type': 'gender', 'confidence': 0.98}, {'text': 'Northeast', 'placeholder': '<REGION_1>', 'type': 'region', 'confidence': 0.96}]",6.65,2025-04-15T00:25:58.041077-07:00,redaction-model-fs:12b
167077,"Dear Jesus, this is your reminder for the due fee. Please make a payment of <AMOUNT_1> to <ACCOUNT_1> before <DATE_1>. Use <PASSWORD_1> for international transactions.","[{'text': '£387.88k', 'placeholder': '<AMOUNT_1>', 'type': 'financial_information', 'confidence': 0.99}, {'text': '9656365272612019', 'placeholder': '<ACCOUNT_1>', 'type': 'account_number', 'confidence': 0.98}, {'text': '7th April', 'placeholder': '<DATE_1>', 'type': 'date', 'confidence': 0.96}, {'text': 'IT66P5236006269712578L9S57P', 'placeholder': '<PASSWORD_1>', 'type': 'password', 'confidence': 0.97}]",10.62,2025-04-15T00:26:08.672662-07:00,redaction-model-fs:12b
167078,"I tried accessing resources related to addiction therapy at your <URL_1>, but I received an error message that my <IP_ADDRESS_1> was blocked. Can you provide assistance?","[{'text': 'https://distinct-parking.com', 'placeholder': '<URL_1>', 'type': 'url', 'confidence': 0.99}, {'text': '104.196.87.44', 'placeholder': '<IP_ADDRESS_1>', 'type': 'ip_address', 'confidence': 0.98}]",7.55,2025-04-15T00:26:16.236246-07:00,redaction-model-fs:12b
167079,"Hey, we've scheduled your surgery on <DATE_1>. Please deposit all the charges <FINANCIAL_1> to your Checking Account <ACCOUNT_1>.","[{'text': 'August 14, 1977', 'placeholder': '<DATE_1>', 'type': 'date', 'confidence': 0.99}, {'text': 'kr591k', 'placeholder': '<FINANCIAL_1>', 'type': 'financial', 'confidence': 0.95}, {'text': '65190115', 'placeholder': '<ACCOUNT_1>', 'type': 'account', 'confidence': 0.98}]",8.51,2025-04-15T00:26:24.759645-07:00,redaction-model-fs:12b
167080,Please add our new member to the literacy team. Their <RELATION_1> is <PHONE_1>.,"[{'text': 'Bigender', 'placeholder': '<RELATION_1>', 'type': 'personal_relation', 'confidence': 0.93}, {'text': '73-899136-009202-6', 'placeholder': '<PHONE_1>', 'type': 'phone', 'confidence': 0.97}]",7.15,2025-04-15T00:26:31.922218-07:00,redaction-model-fs:12b
167081,"At the <DATE_1> mark, my young <RELATION_1> was diagnosed with a learning disability. We live in <ADDRESS_1>, <CITY_1>, and currently seeking resources on how to effectively cater for the learning needs related to his condition.","[{'text': '85', 'placeholder': '<DATE_1>', 'type': 'date', 'confidence': 0.97}, {'text': 'my young fellla', 'placeholder': '<RELATION_1>', 'type': 'personal_relation', 'confidence': 0.96}, {'text': 'Jody Causeway', 'placeholder': '<ADDRESS_1>', 'type': 'address', 'confidence': 0.98}, {'text': 'New York', 'placeholder': '<CITY_1>', 'type': 'city', 'confidence': 0.99}]",9.81,2025-04-15T00:26:41.744329-07:00,redaction-model-fs:12b
167082,"Send an email at <EMAIL_1> to contact <NAME_1>, a notable figure in global education.","[{'text': 'Helen_Reinger@hotmail.com', 'placeholder': '<EMAIL_1>', 'type': 'email', 'confidence': 0.99}, {'text': 'Sasha Rutherford', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.98}]",6.77,2025-04-15T00:26:48.525752-07:00,redaction-model-fs:12b
167083,A new case has emerged from <CITY_1> that needs your immediate legal advice. Kindly draw upon your Liaison's expertise.,"[{'text': 'Tyne and Wear', 'placeholder': '<CITY_1>', 'type': 'city', 'confidence': 0.98}]",5.68,2025-04-15T00:26:54.213171-07:00,redaction-model-fs:12b
167084,High marks at English peer tutoring last week. Well done <NAME_1>. Keep track of next week's Statistics tutoring by noting in your school account ending with <IDENTIFICATION_1>.,"[{'text': 'Litzy', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.99}, {'text': '17323711', 'placeholder': '<IDENTIFICATION_1>', 'type': 'identification_number', 'confidence': 0.95}]",7.33,2025-04-15T00:27:01.552458-07:00,redaction-model-fs:12b
167085,"<NAME_1>, I found an interesting article related to our research on <URL_1>. I believe that the information will be highly beneficial for our current project. Looking forward to hearing your thoughts on this.","[{'text': 'Ms. Fadel', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.98}, {'text': 'https://apprehensive-safeguard.biz/', 'placeholder': '<URL_1>', 'type': 'url', 'confidence': 0.99}]",7.47,2025-04-15T00:27:09.030515-07:00,redaction-model-fs:12b
167086,"Welcome aboard, <NAME_1>! Your application for the student exchange program has been accepted. Please transfer the fee of <FINANCIAL_1> to our Bitcoin address <IDENTIFICATION_1>. We have arranged your accommodation at <ADDRESS_1>.","[{'text': 'Queenie', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.99}, {'text': '$9.817k', 'placeholder': '<FINANCIAL_1>', 'type': 'financial', 'confidence': 0.98}, {'text': '1wjvtGzwdckYHjnNEdofZAKhUXS85', 'placeholder': '<IDENTIFICATION_1>', 'type': 'identification', 'confidence': 0.97}, {'text': 'Suite 662, Mellie Glen', 'placeholder': '<ADDRESS_1>', 'type': 'address', 'confidence': 0.96}]",10.47,2025-04-15T00:27:19.510742-07:00,redaction-model-fs:12b
167087,"North Rhine-Westphalia is offering a new telemedicine program, visit our <URL_1> for more info.","[{'text': 'https://elastic-elver.info/', 'placeholder': '<URL_1>', 'type': 'url', 'confidence': 0.99}]",5.68,2025-04-15T00:27:25.196087-07:00,redaction-model-fs:12b
167088,"Dear <NAME_1>, this is a gentle reminder of your therapy session at <TIME_1> on <DATE_1>. Please do not forget your <FINANCIAL_1>.","[{'text': 'Fabian', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.99}, {'text': '8:15 AM', 'placeholder': '<TIME_1>', 'type': 'time', 'confidence': 0.97}, {'text': '12/10/2020', 'placeholder': '<DATE_1>', 'type': 'date', 'confidence': 0.98}, {'text': 'Home Loan Account', 'placeholder': '<FINANCIAL_1>', 'type': 'financial', 'confidence': 0.96}]",9.63,2025-04-15T00:27:34.835559-07:00,redaction-model-fs:12b
167089,"We noticed an unexpected activity on the company's credit card <FINANCIAL_1>. As the Product Applications Coordinator, could you verify the transactions?","[{'text': '328', 'placeholder': '<FINANCIAL_1>', 'type': 'financial', 'confidence': 0.99}]",5.75,2025-04-15T00:27:40.593198-07:00,redaction-model-fs:12b
167090,"Dear <NAME_1>, message from Boyer Group about your next geriatric check-up on <DATE_1>. Please bring along <FINANCIAL_1> for copay.","[{'text': 'Non-binary Ford', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.99}, {'text': '1947-12-28T12:21:10.530Z', 'placeholder': '<DATE_1>', 'type': 'date', 'confidence': 0.95}, {'text': 'IBAN AT582898609220295565', 'placeholder': '<FINANCIAL_1>', 'type': 'financial', 'confidence': 0.98}]",9.27,2025-04-15T00:27:49.876035-07:00,redaction-model-fs:12b
167091,"To fast track your educational funding application, please ensure that a balance of <FINANCIAL_1> is available in your <FINANCIAL_2>. This will expedite the grant allocation process, <NAME_1>.","[{'text': 'Rand 953k', 'placeholder': '<FINANCIAL_1>', 'type': 'financial', 'confidence': 0.98}, {'text': 'Personal Loan Account 75552370', 'placeholder': '<FINANCIAL_2>', 'type': 'financial', 'confidence': 0.97}, {'text': 'Shanon', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.99}]",8.8,2025-04-15T00:27:58.684512-07:00,redaction-model-fs:12b
167092,"Dear <NAME_1>, several activities from your account <ACCOUNT_1> appear strange. A total sum of <AMOUNT_1> was noticed. Please do verify these activities.","[{'text': 'Serenity', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.99}, {'text': '34635295', 'placeholder': '<ACCOUNT_1>', 'type': 'account', 'confidence': 0.98}, {'text': '$31,928.88', 'placeholder': '<AMOUNT_1>', 'type': 'financial', 'confidence': 0.97}]",8.47,2025-04-15T00:28:07.168694-07:00,redaction-model-fs:12b
167093,"Instruction for new employees onboard: Hospital Wi-Fi is accessible with this <IP_1>, they should use this <USER_AGENT_1>.","[{'text': '47be:c0c6:e26e:93ac:ec9d:dc5d:895b:7cee', 'placeholder': '<IP_1>', 'type': 'ip_address', 'confidence': 0.99}, {'text': 'Opera/11.34 (Windows NT 5.2; U; LI Presto/2.9.178 Version/12.00)', 'placeholder': '<USER_AGENT_1>', 'type': 'user_agent', 'confidence': 0.98}]",8.74,2025-04-15T00:28:15.919190-07:00,redaction-model-fs:12b
167094,In our last encounter over a secured session<AGENT_1>Hector revealed symptoms of sudden anger and distrust. It is advisable to take immediate steps. Billing will be through Ethereum Address: <ADDRESS_1>.,"[{'text': 'Mozilla/5.0 (Windows; U; Windows NT 5.0)AppleWebKit/536.0.2 (KHTML, like Gecko) Version/7.1.5 Safari/536.0.2', 'placeholder': '<AGENT_1>', 'type': 'agent', 'confidence': 0.9}, {'text': '0xea44b31aa2ce8de3bbe9e26bdf05a68bbf80fed1', 'placeholder': '<ADDRESS_1>', 'type': 'address', 'confidence': 0.99}]",9.26,2025-04-15T00:28:25.193145-07:00,redaction-model-fs:12b
167095,"Dear <NAME_1>, providing a monthly update from our company <NAME_2> in the area of Solutions. Please find the report link in your account number <ACCOUNT_NUMBER_1>. If you need assistance, don't hesitate to contact us via <EMAIL_1>.","[{'text': 'Ms.', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.98}, {'text': 'Cronin - Corwin', 'placeholder': '<NAME_2>', 'type': 'name', 'confidence': 0.96}, {'text': '47096318', 'placeholder': '<ACCOUNT_NUMBER_1>', 'type': 'account_number', 'confidence': 0.99}, {'text': 'Nichole.Hills27@hotmail.com', 'placeholder': '<EMAIL_1>', 'type': 'email', 'confidence': 0.97}]",10.41,2025-04-15T00:28:35.611456-07:00,redaction-model-fs:12b
167096,"Hi, <NAME_1>. We would appreciate if you could share your Mathematics Education curriculum before <DATE_1>. You can email them to us at <EMAIL_1>.","[{'text': 'Mrs. Franey', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.99}, {'text': '06/12/1948', 'placeholder': '<DATE_1>', 'type': 'date', 'confidence': 0.95}, {'text': 'Nathanial82@yahoo.com', 'placeholder': '<EMAIL_1>', 'type': 'email', 'confidence': 0.98}]",8.48,2025-04-15T00:28:44.101578-07:00,redaction-model-fs:12b
167097,"Wanted to highlight, the last sexual health awareness campaign was significantly impactful. The location coordinate was <COORDINATE_1>. The funds collected (<FINANCIAL_1>) have been used for buying essential...","[{'text': '[-6.5471,-121.9587]', 'placeholder': '<COORDINATE_1>', 'type': 'coordinate', 'confidence': 0.99}, {'text': 'zł58357', 'placeholder': '<FINANCIAL_1>', 'type': 'financial', 'confidence': 0.98}]",7.72,2025-04-15T00:28:51.834657-07:00,redaction-model-fs:12b
167098,"Dear <NAME_1>, Your teaching performance in Markets has been remarkable. However, the representation of <ORGANIZATION_1> has caused some confusion amongst students.","[{'text': 'Kennedy', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.99}, {'text': 'Nuevo Sol', 'placeholder': '<ORGANIZATION_1>', 'type': 'organization', 'confidence': 0.95}]",6.89,2025-04-15T00:28:58.734436-07:00,redaction-model-fs:12b
167099,"Dear <NAME_1>, we've noticed that your payment toward tax obligations was incomplete, since we only received <AMOUNT_1>.","[{'text': 'Female', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.98}, {'text': 'Php 439808.94', 'placeholder': '<AMOUNT_1>', 'type': 'financial', 'confidence': 0.99}]",7.03,2025-04-15T00:29:05.779025-07:00,redaction-model-fs:12b
167100,"Integrating anonymized data from <IP_ADDRESS_1>, Apt. 103 into patient record systems.","[{'text': '6acd:ebd2:4ecf:7726:dff0:7bd7:3cba:a272', 'placeholder': '<IP_ADDRESS_1>', 'type': 'ip_address', 'confidence': 0.99}]",6.39,2025-04-15T00:29:12.177475-07:00,redaction-model-fs:12b
167101,An individual under the alias <NAME_1> who is a Planner is currently being investigated for a potential role in a medical malpractice case. Under scrutiny are bank transactions to <ACCOUNT_1> and <ACCOUNT_2>. <GENDER_1> uses <BROWSER_1>.,"[{'text': 'Austyn', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.99}, {'text': '3fQxCFzoQbfgFFesYTg13f7XKe5QTpLxGENw', 'placeholder': '<ACCOUNT_1>', 'type': 'account', 'confidence': 0.98}, {'text': '0x1997cdb7adfd08af53c7e6a0b6ab2ccdeb15f4b9', 'placeholder': '<ACCOUNT_2>', 'type': 'account', 'confidence': 0.97}, {'text': 'Female', 'placeholder': '<GENDER_1>', 'type': 'gender', 'confidence': 0.96}, {'text': 'Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_7)  AppleWebKit/532.0.1 (KHTML, like Gecko) Chrome/27.0.887.0 Safari/532.0.1', 'placeholder': '<BROWSER_1>', 'type': 'browser', 'confidence': 0.95}]",14.06,2025-04-15T00:29:26.252845-07:00,redaction-model-fs:12b
167102,"Greetings from our Admin Team. The payment process for education assessment tool has been initiated on your account Savings Account with CVV <CVV_1>. For more information, check <EMAIL_1>.","[{'text': 'Dejon_Bashirian@gmail.com', 'placeholder': '<EMAIL_1>', 'type': 'email', 'confidence': 0.99}, {'text': '705', 'placeholder': '<CVV_1>', 'type': 'financial', 'confidence': 0.98}]",7.39,2025-04-15T00:29:33.650721-07:00,redaction-model-fs:12b
167103,"Good job <NAME_1>, recent readings from your device <IP_1> show improved nutrient ingestion. Keep track of your weight, considering <DATE_1> and your <GENDER_1>, improvements will show.","[{'text': 'Brant', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.99}, {'text': '85:71:e8:ce:dd:d9', 'placeholder': '<IP_1>', 'type': 'ip_address', 'confidence': 0.98}, {'text': '30/11/1934', 'placeholder': '<DATE_1>', 'type': 'date', 'confidence': 0.96}, {'text': 'Male', 'placeholder': '<GENDER_1>', 'type': 'gender', 'confidence': 0.94}]",10.06,2025-04-15T00:29:43.720253-07:00,redaction-model-fs:12b
167104,"Dear <NAME_1>, Your biometric data is ready for download. The facial scan identified <NAME_2> and estimated height to be <HEIGHT_1>. Confidential data was sent to <ID_1>, secured by <PASSWORD_1>.","[{'text': 'Monica', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.99}, {'text': 'Brown', 'placeholder': '<NAME_2>', 'type': 'name', 'confidence': 0.95}, {'text': '5\' 1""', 'placeholder': '<HEIGHT_1>', 'type': 'height', 'confidence': 0.98}, {'text': '3NRsHBJJZx6mGQzxmv1B1gC357', 'placeholder': '<ID_1>', 'type': 'id', 'confidence': 0.97}, {'text': 'AwZt37ItEyeM', 'placeholder': '<PASSWORD_1>', 'type': 'password', 'confidence': 0.96}]",11.35,2025-04-15T00:29:55.082122-07:00,redaction-model-fs:12b
167105,We have a new Oncology update on <DATE_1>. The report requested by <IP_1> has been uploaded on your portal.,"[{'text': '13th August', 'placeholder': '<DATE_1>', 'type': 'date', 'confidence': 0.99}, {'text': '142.125.50.242', 'placeholder': '<IP_1>', 'type': 'ip_address', 'confidence': 0.98}]",7.23,2025-04-15T00:30:02.320092-07:00,redaction-model-fs:12b
167106,Confirmation of merger. Company <NAME_1> acquired by <NAME_2>. Please wire <CURRENCY_1> to account number <ACCOUNT_1>. Transaction pin <PIN_1>.,"[{'text': 'Borer - Reilly', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.98}, {'text': 'Mosciski LLC', 'placeholder': '<NAME_2>', 'type': 'name', 'confidence': 0.97}, {'text': '₨0.0004b', 'placeholder': '<CURRENCY_1>', 'type': 'financial', 'confidence': 0.96}, {'text': '58263906', 'placeholder': '<ACCOUNT_1>', 'type': 'account', 'confidence': 0.99}, {'text': '1736', 'placeholder': '<PIN_1>', 'type': 'pin', 'confidence': 0.95}]",10.89,2025-04-15T00:30:13.218379-07:00,redaction-model-fs:12b
167107,"Our PR team needs Investor Security Planner input about introducing <NAME_1>, <NAME_2> and <NAME_3> in <CITY_1> to <EMAIL_1> by <DATE_1>. Your years of expertise, <AGE_1>, are invaluable.","[{'text': 'Wintheiser', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.98}, {'text': 'Howell', 'placeholder': '<NAME_2>', 'type': 'name', 'confidence': 0.97}, {'text': 'Crist', 'placeholder': '<NAME_3>', 'type': 'name', 'confidence': 0.96}, {'text': 'Lynchburg', 'placeholder': '<CITY_1>', 'type': 'city', 'confidence': 0.99}, {'text': 'Hettie_Crona15@yahoo.com', 'placeholder': '<EMAIL_1>', 'type': 'email', 'confidence': 0.97}, {'text': '22th October', 'placeholder': '<DATE_1>', 'type': 'date', 'confidence': 0.95}, {'text': '92 years old', 'placeholder': '<AGE_1>', 'type': 'age', 'confidence': 0.94}]",13.62,2025-04-15T00:30:26.850558-07:00,redaction-model-fs:12b
167108,"<GENDER_1>, <DATE_1>, possible epileptic seizure at <COORDINATES_1>. Urgent medical attention required at location.","[{'text': 'Male', 'placeholder': '<GENDER_1>', 'type': 'gender', 'confidence': 0.99}, {'text': 'August 14, 1988', 'placeholder': '<DATE_1>', 'type': 'date', 'confidence': 0.98}, {'text': '[-16.4691,35.6422]', 'placeholder': '<COORDINATES_1>', 'type': 'coordinates', 'confidence': 0.97}]",8.52,2025-04-15T00:30:35.384012-07:00,redaction-model-fs:12b
167109,"I've enjoyed reading your articles about existential therapy, <NAME_1>. Could you establish a monthly time at which you could share the latest stories through <EMAIL_1>? Furthermore, can you look into publishing your papers in a printed journal in <CITY_1>?","[{'text': 'Kyle', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.99}, {'text': 'my email address', 'placeholder': '<EMAIL_1>', 'type': 'email', 'confidence': 0.97}, {'text': 'York', 'placeholder': '<CITY_1>', 'type': 'city', 'confidence': 0.96}]",8.6,2025-04-15T00:30:43.997665-07:00,redaction-model-fs:12b
167110,"Education in Directives can be revolutionary. To support our efforts, make a transfer to account <ACCOUNT_1>.","[{'text': '75862764', 'placeholder': '<ACCOUNT_1>', 'type': 'financial_information', 'confidence': 0.99}]",5.78,2025-04-15T00:30:49.788456-07:00,redaction-model-fs:12b
167111,"Hello, this is <NAME_1> from the testing department. Confirming your scheduled test on <DATE_1>. Please use the dashboard to track progress.","[{'text': 'Molly82', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.98}, {'text': '1931-06-25T23:01:03.072Z', 'placeholder': '<DATE_1>', 'type': 'date', 'confidence': 0.96}]",7.57,2025-04-15T00:30:57.371862-07:00,redaction-model-fs:12b
167112,"To <NAME_1>, the skin biopsy result for the patient with <IDENTIFICATION_1> has come back and it seems we have positive news. Full report is under <IP_ADDRESS_1>.","[{'text': 'Nico', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.99}, {'text': '75675195142', 'placeholder': '<IDENTIFICATION_1>', 'type': 'identification_number', 'confidence': 0.98}, {'text': '2f7d:fdfc:9ef4:429c:b72e:1cbc:3deb:32e7', 'placeholder': '<IP_ADDRESS_1>', 'type': 'ip_address', 'confidence': 0.97}]",9.57,2025-04-15T00:31:06.949176-07:00,redaction-model-fs:12b
167113,"Dear <NAME_1>, we've updated our alternative medicine guide that may be suitable for your <RELATION_1> profession. Visit <URL_1> for more.","[{'text': 'Dallin', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.99}, {'text': 'Supervisor', 'placeholder': '<RELATION_1>', 'type': 'profession', 'confidence': 0.95}, {'text': 'https://cavernous-signet.info', 'placeholder': '<URL_1>', 'type': 'url', 'confidence': 0.98}]",8.37,2025-04-15T00:31:15.328204-07:00,redaction-model-fs:12b
167114,"For any technical difficulties with <IDENTIFICATION_1> devices, contact our IT team and provide our network's <IP_ADDRESS_1> address for troubleshooting.","[{'text': '22-962189-494803-1', 'placeholder': '<IDENTIFICATION_1>', 'type': 'identification_number', 'confidence': 0.99}, {'text': 'a8:cf:2f:15:50:f1', 'placeholder': '<IP_ADDRESS_1>', 'type': 'ip_address', 'confidence': 0.98}]",7.92,2025-04-15T00:31:23.257754-07:00,redaction-model-fs:12b
167115,"Dear <NAME_1>, Please update your password <PASSWORD_1> to access our pediatric care portal.","[{'text': 'Kristin', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.98}, {'text': 'YUlNLxVK5NVC', 'placeholder': '<PASSWORD_1>', 'type': 'password', 'confidence': 0.99}]",6.74,2025-04-15T00:31:30.012437-07:00,redaction-model-fs:12b
167116,"Dear <NAME_1>, We have noticed some irregular activity on your Investment Account (No. <ACCOUNT_1>). Please confirm if you made a transaction of Bulgarian Lev 870.7k from IP address <IP_1> at <TIME_1>?","[{'text': 'Marlowe', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.99}, {'text': '85517853', 'placeholder': '<ACCOUNT_1>', 'type': 'account', 'confidence': 0.98}, {'text': '184.178.23.79', 'placeholder': '<IP_1>', 'type': 'ip_address', 'confidence': 0.97}, {'text': '12:36', 'placeholder': '<TIME_1>', 'type': 'time', 'confidence': 0.96}]",10.52,2025-04-15T00:31:40.546344-07:00,redaction-model-fs:12b
167117,Attention students: never provide your credit card <CREDIT_CARD_1> and <CREDIT_CARD_2> issued by maestro online unless it's a trusted site.,"[{'text': '5331852801398092', 'placeholder': '<CREDIT_CARD_1>', 'type': 'financial_information', 'confidence': 0.99}, {'text': '571', 'placeholder': '<CREDIT_CARD_2>', 'type': 'financial_information', 'confidence': 0.99}]",7.69,2025-04-15T00:31:48.250656-07:00,redaction-model-fs:12b
167118,Please provide the costs associated with acquiring vaccines for your Crawford County clinic. Send the details to <EMAIL_1>. Use our <IDENTIFICATION_1> to receive the Cape Verde Escudo payment.,"[{'text': 'Christop_Hoeger94@yahoo.com', 'placeholder': '<EMAIL_1>', 'type': 'email', 'confidence': 0.99}, {'text': 'CZ1700076001398090074319', 'placeholder': '<IDENTIFICATION_1>', 'type': 'identification', 'confidence': 0.98}]",7.93,2025-04-15T00:31:56.185698-07:00,redaction-model-fs:12b
167119,"To better facilitate our holistic education programs, we've hired consultants from different <NAME_1>. You can contact them via their <EMAIL_1> profiles.","[{'text': 'Branding', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.9}, {'text': 'Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_4 rv:3.0; AB) AppleWebKit/538.0.0 (KHTML, like Gecko) Version/4.0.5 Safari/538.0.0', 'placeholder': '<EMAIL_1>', 'type': 'email', 'confidence': 0.85}]",8.46,2025-04-15T00:32:04.653765-07:00,redaction-model-fs:12b
167120,"All those residing in our <ADDRESS_1> premises, kindly fix any <IPV6_1> related network issues by contacting <IPV6_1>. Let's keep digital safety a priority too.","[{'text': '64559', 'placeholder': '<ADDRESS_1>', 'type': 'address', 'confidence': 0.98}, {'text': 'e1ed:5b8f:7b3c:cbad:d68f:e6ba:7a8a:3dba', 'placeholder': '<IPV6_1>', 'type': 'ip_address', 'confidence': 0.99}]",8.26,2025-04-15T00:32:12.923367-07:00,redaction-model-fs:12b
167121,I'm reaching out about my health insurance policy. I recently went for an eye checkup and the doctor suggested I require glasses. Does my health insurance provide any coverage for Eye color: Amber color therapeutic glasses? I can provide my account information and <IP_ADDRESS_1> for verification.,"[{'text': '34.159.194.61', 'placeholder': '<IP_ADDRESS_1>', 'type': 'ip_address', 'confidence': 0.99}]",7.01,2025-04-15T00:32:19.942975-07:00,redaction-model-fs:12b
167122,"Hi <NAME_1>, to facilitate payment for this week's training sessions, please use the following banking details: <BANK_ACCOUNT_1>. The amount should be paid in Liberian Dollar.","[{'text': 'Dimitri', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.99}, {'text': 'IE885C4106321950756823', 'placeholder': '<BANK_ACCOUNT_1>', 'type': 'bank_account', 'confidence': 0.98}]",7.81,2025-04-15T00:32:27.766691-07:00,redaction-model-fs:12b
167123,"<NAME_1>, I would like to give feedback on our previous session, can you provide me a link or <ADDRESS_1> to share this?","[{'text': 'Mrs. Streich', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.99}, {'text': 'address', 'placeholder': '<ADDRESS_1>', 'type': 'address', 'confidence': 0.95}]",6.87,2025-04-15T00:32:34.643584-07:00,redaction-model-fs:12b
167124,The cases of Northamptonshire and West Glamorgan need to be updated. Please ensure accuracy to <NAME_1> in order to make proper decisions.,"[{'text': 'Aliyah.King', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.99}]",5.75,2025-04-15T00:32:40.405965-07:00,redaction-model-fs:12b
167125,Confirm <NAME_1> for immediate primary care vacancy.,"[{'text': 'Confirm Trans male 19289-9871', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.9}]",5.57,2025-04-15T00:32:45.990282-07:00,redaction-model-fs:12b
167126,"Hello, found your student volunteer program via <URL_1>. Current Strategist, age 75. Pls provide more details, especially concerning tasks and schedules. Let me know via mail.","[{'text': 'https://excitable-statement.name/', 'placeholder': '<URL_1>', 'type': 'url', 'confidence': 0.99}]",6.18,2025-04-15T00:32:52.182058-07:00,redaction-model-fs:12b
167127,"Good day, <NAME_1>, regarding your health insurance claim numbe <IDENTIFIER_1>, patient confidentiality is key to our operations. We would never request your password, however, if you have changed your phone <IDENTIFIER_2> we would like to know.","[{'text': 'Saul', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 99}, {'text': '1446005282203791', 'placeholder': '<IDENTIFIER_1>', 'type': 'identification_number', 'confidence': 98}, {'text': '41-791448-004541-7', 'placeholder': '<IDENTIFIER_2>', 'type': 'identifier', 'confidence': 95}]",9.43,2025-04-15T00:33:01.628175-07:00,redaction-model-fs:12b
167128,We have an upcoming event dedicated to promoting mental wellness amongst seniors in <CITY_1>. We would be honored if you could join us as the chief guest. You can confirm your availability by emailing us on <EMAIL_1>.,"[{'text': 'North Alexisview', 'placeholder': '<CITY_1>', 'type': 'city', 'confidence': 0.98}, {'text': 'Andre_Borer@hotmail.com', 'placeholder': '<EMAIL_1>', 'type': 'email', 'confidence': 0.99}]",7.45,2025-04-15T00:33:09.094308-07:00,redaction-model-fs:12b
167129,Followed up on your email regarding lessons for <NAME_1>. You can secure the next month's session through transfer <TRANSFER_ID_1>. Please email us the proof of transaction at <EMAIL_1>.,"[{'text': 'Dixie', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.98}, {'text': '90619224', 'placeholder': '<TRANSFER_ID_1>', 'type': 'transfer_id', 'confidence': 0.99}, {'text': 'Rafaela.Bahringer72@gmail.com', 'placeholder': '<EMAIL_1>', 'type': 'email', 'confidence': 0.97}]",8.81,2025-04-15T00:33:17.917984-07:00,redaction-model-fs:12b
